Date Time,Adj Close,Close,High,Low,Open,Volume
2024-11-04 14:30:00,169.25999450683594,169.25999450683594,170.47999572753906,169.1699981689453,170.30999755859375,805225
2024-11-04 15:30:00,169.58999633789062,169.58999633789062,170.0500030517578,168.72999572753906,169.27999877929688,597342
2024-11-04 16:30:00,169.47999572753906,169.47999572753906,169.64999389648438,168.860107421875,169.5800018310547,329542
2024-11-04 17:30:00,169.5438995361328,169.5438995361328,170.03990173339844,169.44000244140625,169.50999450683594,330970
2024-11-04 18:30:00,169.94000244140625,169.94000244140625,170.02000427246094,169.39999389648438,169.51499938964844,354226
2024-11-04 19:30:00,169.60450744628906,169.60450744628906,170.0489959716797,169.5800018310547,169.9199981689453,383298
2024-11-04 20:30:00,169.57000732421875,169.57000732421875,169.69000244140625,169.26499938964844,169.57000732421875,764115
2024-11-05 14:30:00,170.8350067138672,170.8350067138672,171.38999938964844,170.32000732421875,170.47000122070312,935429
2024-11-05 15:30:00,170.85000610351562,170.85000610351562,171.36500549316406,170.5399932861328,170.8350067138672,514978
2024-11-05 16:30:00,171.27999877929688,171.27999877929688,171.5,170.5601043701172,170.85000610351562,340680
2024-11-05 17:30:00,171.28500366210938,171.28500366210938,171.5399932861328,171.06500244140625,171.27000427246094,294788
2024-11-05 18:30:00,171.24000549316406,171.24000549316406,171.47999572753906,171.10020446777344,171.27499389648438,297534
2024-11-05 19:30:00,171.50999450683594,171.50999450683594,171.5399932861328,171.0500946044922,171.24000549316406,363479
2024-11-05 20:30:00,171.8000030517578,171.8000030517578,171.88999938964844,171.30999755859375,171.49000549316406,825121
2024-11-06 14:30:00,181.04010009765625,181.04010009765625,181.10000610351562,177.41529846191406,178.52000427246094,2982264
2024-11-06 15:30:00,180.42930603027344,180.42930603027344,181.63499450683594,179.38009643554688,181.0800018310547,1408323
2024-11-06 16:30:00,181.32000732421875,181.32000732421875,181.97000122070312,180.14999389648438,180.4250030517578,1062829
2024-11-06 17:30:00,180.80999755859375,180.80999755859375,182.10000610351562,180.39999389648438,181.32000732421875,909154
2024-11-06 18:30:00,180.6199951171875,180.6199951171875,181.0,179.88499450683594,180.8699951171875,823488
2024-11-06 19:30:00,180.74000549316406,180.74000549316406,181.01499938964844,180.41000366210938,180.60009765625,584259
2024-11-06 20:30:00,181.22999572753906,181.22999572753906,181.4199981689453,180.47999572753906,180.6999969482422,1006811
2024-11-07 14:30:00,181.6199951171875,181.6199951171875,182.0500030517578,180.5399932861328,181.0800018310547,1272383
2024-11-07 15:30:00,182.3350067138672,182.3350067138672,182.34500122070312,181.2899932861328,181.6092071533203,705603
2024-11-07 16:30:00,183.30990600585938,183.30990600585938,183.36500549316406,182.36000061035156,182.3699951171875,523789
2024-11-07 17:30:00,183.6898956298828,183.6898956298828,183.93130493164062,183.2899932861328,183.3300018310547,589611
2024-11-07 18:30:00,184.5850067138672,184.5850067138672,184.677001953125,183.5800018310547,183.6649932861328,747807
2024-11-07 19:30:00,185.6699981689453,185.6699981689453,185.6999969482422,184.3300018310547,184.60000610351562,1022924
2024-11-07 20:30:00,186.25,186.25,186.6699981689453,185.67999267578125,185.6999969482422,1594546
2024-11-08 14:30:00,188.88999938964844,188.88999938964844,189.07000732421875,186.25999450683594,186.25999450683594,1495988
2024-11-08 15:30:00,189.63999938964844,189.63999938964844,190.16000366210938,188.3300018310547,188.89999389648438,1466617
2024-11-08 16:30:00,188.57000732421875,188.57000732421875,189.97999572753906,188.35000610351562,189.63999938964844,808910
2024-11-08 17:30:00,188.64500427246094,188.64500427246094,189.35000610351562,188.3000030517578,188.5800018310547,543127
2024-11-08 18:30:00,189.65499877929688,189.65499877929688,189.83999633789062,188.61000061035156,188.64500427246094,607969
2024-11-08 19:30:00,189.05999755859375,189.05999755859375,190.0825958251953,189.00999450683594,189.65499877929688,847102
2024-11-08 20:30:00,189.27999877929688,189.27999877929688,189.5,189.0,189.05999755859375,1168785
2024-11-11 14:30:00,188.8300018310547,188.8300018310547,191.5,187.83999633789062,191.0500030517578,1318189
2024-11-11 15:30:00,190.47999572753906,190.47999572753906,190.66000366210938,188.80999755859375,188.8249969482422,601820
2024-11-11 16:30:00,190.39999389648438,190.39999389648438,190.57969665527344,189.8459930419922,190.4300994873047,482277
2024-11-11 17:30:00,189.1999969482422,189.1999969482422,190.5198974609375,189.05999755859375,190.38999938964844,479961
2024-11-11 18:30:00,188.44949340820312,188.44949340820312,189.3800048828125,187.9199981689453,189.2449951171875,689695
2024-11-11 19:30:00,188.8000030517578,188.8000030517578,189.05999755859375,188.25,188.42999267578125,583286
2024-11-11 20:30:00,189.2100067138672,189.2100067138672,189.22000122070312,188.7301025390625,188.8090057373047,785018
2024-11-12 14:30:00,187.94000244140625,187.94000244140625,189.14999389648438,187.67999267578125,188.5399932861328,822419
2024-11-12 15:30:00,188.3699951171875,188.3699951171875,189.7958984375,187.1999969482422,187.92999267578125,867869
2024-11-12 16:30:00,188.93710327148438,188.93710327148438,189.0399932861328,187.97999572753906,188.33999633789062,515527
2024-11-12 17:30:00,189.25,189.25,189.3000030517578,188.34829711914062,188.92999267578125,461960
2024-11-12 18:30:00,190.2050018310547,190.2050018310547,190.61000061035156,189.3000030517578,189.3000030517578,777897
2024-11-12 19:30:00,189.72999572753906,189.72999572753906,190.5489959716797,189.66000366210938,190.22999572753906,462170
2024-11-12 20:30:00,189.60000610351562,189.60000610351562,189.8699951171875,189.41000366210938,189.72999572753906,768417
2024-11-13 14:30:00,189.50999450683594,189.50999450683594,189.7899932861328,188.7895050048828,189.0,793097
2024-11-13 15:30:00,190.3614959716797,190.3614959716797,190.44000244140625,189.44000244140625,189.52499389648438,569095
2024-11-13 16:30:00,191.25,191.25,191.25999450683594,190.1645050048828,190.42140197753906,674126
2024-11-13 17:30:00,191.3000030517578,191.3000030517578,191.33999633789062,190.9499969482422,191.2449951171875,704134
2024-11-13 18:30:00,190.0500030517578,190.0500030517578,191.77000427246094,189.38380432128906,191.3000030517578,745156
2024-11-13 19:30:00,189.6199951171875,189.6199951171875,190.25999450683594,189.50999450683594,190.0236053466797,496833
2024-11-13 20:30:00,189.63999938964844,189.63999938964844,189.8300018310547,189.27999877929688,189.57000732421875,624935
2024-11-14 14:30:00,188.4550018310547,188.4550018310547,189.4499969482422,187.25,188.66000366210938,1126983
2024-11-14 15:30:00,188.7100067138672,188.7100067138672,189.58999633789062,188.3466339111328,188.46499633789062,764600
2024-11-14 16:30:00,187.57000732421875,187.57000732421875,188.9499969482422,187.47000122070312,188.69000244140625,456991
2024-11-14 17:30:00,187.98260498046875,187.98260498046875,188.38999938964844,187.2899932861328,187.57000732421875,440108
2024-11-14 18:30:00,187.47999572753906,187.47999572753906,188.0677947998047,187.27999877929688,187.99000549316406,501334
2024-11-14 19:30:00,187.12249755859375,187.12249755859375,187.77000427246094,187.0,187.48500061035156,895813
2024-11-14 20:30:00,187.08999633789062,187.08999633789062,187.2899932861328,186.7100067138672,187.1300048828125,697885
2024-11-15 14:30:00,183.85000610351562,183.85000610351562,185.8000030517578,183.4001007080078,184.52000427246094,1464643
2024-11-15 15:30:00,185.1199951171875,185.1199951171875,185.6699981689453,183.91000366210938,183.92999267578125,1153012
2024-11-15 16:30:00,183.47999572753906,183.47999572753906,185.5,183.4001007080078,185.08999633789062,743995
2024-11-15 17:30:00,183.53250122070312,183.53250122070312,183.94000244140625,183.17190551757812,183.48779296875,844685
2024-11-15 18:30:00,183.25999450683594,183.25999450683594,183.92999267578125,182.9600067138672,183.52999877929688,1048497
2024-11-15 19:30:00,182.77499389648438,182.77499389648438,183.63999938964844,182.75999450683594,183.25999450683594,1076779
2024-11-15 20:30:00,183.72000122070312,183.72000122070312,184.05999755859375,182.3300018310547,182.77999877929688,1338351
2024-11-18 14:30:00,184.72999572753906,184.72999572753906,184.8699951171875,182.8800048828125,184.3000030517578,814436
2024-11-18 15:30:00,185.6699981689453,185.6699981689453,185.88490295410156,184.36000061035156,184.72999572753906,620143
2024-11-18 16:30:00,185.05999755859375,185.05999755859375,186.17999267578125,184.97999572753906,185.6750030517578,377523
2024-11-18 17:30:00,184.88999938964844,184.88999938964844,185.28500366210938,184.82000732421875,185.0684051513672,383547
2024-11-18 18:30:00,184.90499877929688,184.90499877929688,185.19000244140625,184.63999938964844,185.0,359352
2024-11-18 19:30:00,185.0500030517578,185.0500030517578,185.09500122070312,184.75,184.90499877929688,365804
2024-11-18 20:30:00,185.74000549316406,185.74000549316406,185.80999755859375,184.9499969482422,185.0449981689453,748266
2024-11-19 14:30:00,185.2100067138672,185.2100067138672,185.60000610351562,184.32000732421875,184.88999938964844,874017
2024-11-19 15:30:00,186.94500732421875,186.94500732421875,187.10000610351562,185.13999938964844,185.16000366210938,674628
